	('step', '')	('com_id', '')	('x', 'amin')	('x', 'amax')	('com_size', 'size')	('degree', 'mean')	('degree', 'std')	('degree', 'amin')	('degree', 'amax')	('num_stops', 'sum')	('num_stops', 'mean')	('num_stops', 'amin')	('num_stops', 'amax')	('y', 'amin')	('y', 'amax')	('avg_speed', 'mean')	('avg_speed', 'std')	('avg_speed', 'amin')	('avg_speed', 'amax')	('speed', 'mean')	('speed', 'std')	('speed', 'amin')	('speed', 'amax')	('congested', 'sum')	('range', '')	('num_stops_count', '')
0	0	0	3083.5	3083.5	1	0.0		0	0	0	0.0	0	0	2483.19	2483.19	62.38		62.38	62.38	63.58		63.58	63.58	0	0.0	0
324	10	22	3966.5	4406.5	6	4.166666666666667	0.983192080250175	3	6	1	0.16666666666666666	0	1	1501.93	1763.5	49.43666666666667	6.845192960513719	41.12	56.83	40.12833333333333	21.835240705489536	0.66	55.62	0	511.87778316703685	0
325	10	59	4403.5	4403.5	3	3.0	0.0	3	3	0	0.0	0	0	2081.46	2275.29	45.48333333333333	3.990743456216371	42.09	49.88	38.18666666666667	9.307794224913495	27.59	45.04	0	193.82999999999993	0
326	10	78	3513.5	3746.5	6	4.833333333333333	0.408248290463863	4	5	0	0.0	0	0	3667.73	3966.5	49.065000000000005	4.482841732651157	42.64	54.12	41.15666666666666	16.939986619435885	18.73	54.67	0	378.8832444170631	0
327	10	152	886.5	1106.5	2	2.5	0.7071067811865476	2	3	0	0.0	0	0	3617.46	3670.98	49.86	1.0040916292845519	49.15	50.57	43.565	7.912524881477456	37.97	49.16	0	226.41640929932618	0
328	10	162	3879.6	3956.5	3	2.6666666666666665	1.1547005383792515	2	4	0	0.0	0	0	1313.5	1449.17	43.93333333333334	3.4675976314060626	39.93	46.0	33.76333333333333	27.13336752659598	2.57	51.9	0	155.94857774279328	0
329	10	197	223.5	433.5	4	4.5	1.0	4	6	0	0.0	0	0	1713.5	1858.9	48.195	5.488785536588846	41.09	54.21	49.925000000000004	4.258407370524069	46.12	55.74	0	255.4234914803257	0
330	10	203	886.5	1106.5	3	2.6666666666666665	0.5773502691896257	2	3	0	0.0	0	0	2848.48	3083.5	43.343333333333334	4.44956552186089	40.12	48.42	33.07333333333333	27.575446203703283	1.37	51.49	0	321.9229727745443	0
331	10	215	3526.5	3526.5	2	2.0	0.0	2	2	0	0.0	0	0	2291.76	2532.56	49.21	0.551543289325953	48.82	49.6	41.825	13.45624204597999	32.31	51.34	0	240.79999999999973	0
332	10	232	3966.5	4406.5	4	3.5	0.5773502691896257	3	4	0	0.0	0	0	3052.22	3264.15	50.45	3.1182153015253062	46.07	53.35	48.362500000000004	6.656923088033966	39.89	55.18	0	488.37928385630784	0
