step	nodes	edges	singletons	connected	avg_degree	degree_distribution	diameter	avg_clustering_coefficient	cc_count	avg_cc_size	max_cc_size	max_cc_id	cc_std_dev	com_count	avg_com_size	max_com_size	max_com_id	min_com_size	min_com_id	std_com_dist	modularity	com_modularity	iterations	iteration_modularities
30	1240	2037	286	954	3.2854838371276855	286,208,119,119,135,114,83,48,40,19,13,26,10,5,3,2,7,3,	18.0	0.46059266950633165	449	2.7616928	48	12	2.7616928	484	2.5619836	36	258	1	10068	3.912908	0.9646305257498179	0.8438323995768989	1	0.8438323995768989,
31	1245	2070	294	951	3.325301170349121	294,195,130,108,140,110,89,55,35,16,13,24,12,8,1,2,2,8,3,	18.0	0.47074077837011935	455	2.7362638	49	60	2.7362638	489	2.5460122	37	258	1	10223	3.9843996	0.9612691077971506	0.8545788699852979	1	0.8545788699852979,
32	1248	2053	294	954	3.2900640964508057	294,198,131,111,141,113,83,58,33,16,10,27,8,9,2,2,3,6,3,	22.0	0.4750760569977197	459	2.7189543	64	13	2.7189543	489	2.5521472	37	258	1	10627	4.0201645	0.9598299709429317	0.8750432107362407	1	0.8750432107362407,
33	1252	2066	293	959	3.3003194332122803	293,205,132,115,129,113,85,58,33,17,9,23,16,6,3,1,6,6,2,	21.0	0.4656357683901846	459	2.7276688	64	13	2.7276688	489	2.5603273	37	258	1	11046	4.0490007	0.9623203875215631	0.8627127165587865	1	0.8627127165587865,
34	1254	2081	285	969	3.318979263305664	285,216,131,112,126,122,84,53,34,22,4,21,19,7,2,1,6,3,5,1,	22.0	0.4665910850941653	456	2.75	51	12	2.75	483	2.5962732	37	258	1	11388	4.1377406	0.9656374774538458	0.8644451608001827	1	0.8644451608001827,
35	1264	2121	288	976	3.3560125827789307	288,216,124,118,131,118,78,59,38,21,7,19,22,8,1,1,6,2,3,4,	22.0	0.4681716716123303	459	2.7538126	51	12	2.7538126	486	2.6008232	37	258	1	11745	4.1538854	0.9655333688551759	0.864300685473681	1	0.864300685473681,
36	1267	2145	283	984	3.385951042175293	283,212,130,115,136,122,69,69,35,22,8,19,20,10,1,1,6,3,5,1,	20.0	0.4807568624200515	457	2.772429	50	12	2.772429	485	2.6123712	37	258	1	11998	4.1939363	0.9675235409501148	0.8622671035258448	1	0.8622671035258448,
37	1269	2144	281	988	3.3790385723114014	281,207,136,126,131,128,65,64,35,21,8,18,23,6,4,3,4,4,0,5,	17.0	0.4809133394126331	452	2.807522	37	33	2.807522	484	2.6219008	34	258	1	12153	4.2161593	0.9673981712241048	0.85794039509774	1	0.85794039509774,
38	1275	2158	290	985	3.3850979804992676	290,199,133,134,134,103,90,61,27,29,9,18,21,7,7,0,4,5,0,4,	19.0	0.48066195409101964	458	2.7838428	47	13	2.7838428	491	2.5967414	34	51	1	12441	4.19284	0.9673147569961889	0.8561435089470312	1	0.8561435089470312,
39	1279	2179	290	989	3.4073495864868164	290,201,130,143,127,101,89,64,23,33,10,23,17,8,4,1,5,4,4,0,2,	16.0	0.48495526259470795	460	2.7804348	38	35	2.7804348	494	2.589069	34	51	1	12826	4.208458	0.9691070485701335	0.8524407223947719	1	0.8524407223947719,
