TripID	StartLongitude	StartLatitude	Start	EndLongitude	EndLatitude	End
BDNF72-6a8d6g,-80.19882,25.79982,2013-05-17 21:38:11,-80.19343,25.76809,2013-05-17 21:48:41
BKLJ80-5u6z3o,-80.19908,25.79927,2013-05-17 21:42:11,-80.17406,25.84779,2013-05-29 22:09:21
BGDN99-2w0o2j,-80.22482,25.77097,2013-05-17 21:42:11,-80.19718,25.76638,2013-05-17 21:51:40
BGDK05-4o6x6s,-80.19624,25.76639,2013-05-17 21:43:10,-80.19466,25.76354,2013-05-17 21:51:40
BJPI40-2y8l4f,-80.19757,25.81451,2013-05-17 21:44:11,-80.20274,25.81106,2013-05-17 22:00:40
BJPI27-6w0n6b,-80.193,25.76294,2013-05-17 21:46:10,-80.193,25.76294,2013-05-17 22:17:41
BDNF21-6z0i8e,-80.24059,25.72983,2013-05-17 21:49:11,-80.19899,25.76468,2013-05-17 22:02:10
BKLJ83-8z0n7o,-80.19293,25.76314,2013-05-17 21:52:11,-80.18988,25.7772,2013-05-17 22:09:11
BKMB29-2x0n6d,-80.19933,25.79953,2013-05-17 21:52:41,-80.19933,25.79953,2013-05-17 21:53:10
BKMB29-4t6x7e,-80.19933,25.79953,2013-05-17 21:53:41,-80.13321,25.77506,2013-05-17 22:14:41
BKMB17-3t3t2x,-80.25536,25.78273,2013-05-17 21:57:11,-80.187,25.82849,2013-05-20 07:21:11
BJPI73-8v0x7l,-80.20938,25.7551,2013-05-17 22:08:41,-80.23952,25.73042,2013-05-17 22:31:11
BJPI48-3s4l3n,-80.19267,25.76413,2013-05-17 22:10:11,-80.21741,25.75092,2013-05-18 06:01:41
BDNF72-8v6g6i,-80.19343,25.76809,2013-05-17 22:16:41,-80.19343,25.76809,2013-05-17 22:17:41
362YLN-5q1m0b,-80.19409,25.7819,2013-05-17 22:18:11,-80.19409,25.7819,2013-05-17 22:19:10
BGDK05-3i6e1a,-80.19466,25.76354,2013-05-17 22:20:41,-80.18794,25.77268,2013-05-17 22:37:41
BGDK20-8g6q0t,-80.19467,25.77167,2013-05-17 22:20:41,-80.19467,25.77167,2013-05-17 22:28:41
BKLJ85-2h0h4f,-80.23805,25.74299,2013-05-17 22:21:11,-80.24348,25.7286,2013-05-17 22:56:10
BELV95-2t1q3u,-80.19231,25.81009,2013-05-17 22:25:41,-80.19231,25.81009,2013-05-17 22:26:11
BELV95-1f1y3j,-80.19231,25.81009,2013-05-17 22:26:41,-80.19231,25.81009,2013-05-17 22:32:11
BGDK11-6k5t5r,-80.21121,25.79986,2013-05-17 22:31:11,-80.21735,25.80175,2013-05-17 22:40:10
BJPI68-1b6o1l,-80.19248,25.80967,2013-05-17 22:32:11,-80.19013,25.77616,2013-05-17 22:39:41
BELV92-0s8a2j,-80.19271,25.76364,2013-05-17 22:41:41,-80.19914,25.79937,2013-05-17 23:04:10
BGDK05-3q1k5p,-80.18794,25.77268,2013-05-17 22:43:11,-80.21879,25.77049,2013-05-17 22:58:41
BDNF11-2a6s3r,-80.22831,25.76972,2013-05-17 22:55:42,-80.25416,25.77997,2013-05-17 23:08:40
