	step	com_id	timeMeanSpeed_mean	timeMeanSpeed_std	timeMeanSpeed_amin	timeMeanSpeed_amax	com_size	degree_mean	degree_std	degree_amin	degree_amax	num_stops	num_stops_mean	num_stops_amin	num_stops_amax	y_amin	y_amax	x_amin	x_amax	speed_mean	speed_std	speed_amin	speed_amax	congested	range	num_stops_count
2658	10	12	37.961999999999996	11.314418677068673	26.6	52.75	5	17.2	6.058052492344384	10	24	0	0.0	0	0	2703.27	3115.86	3513.5	3736.5	22.662	6.244635297597459	16.35	33.15	0	468.99840948557613	468.99840948557613
2659	10	33	40.6475	16.713350309600653	14.52	55.4	8	8.375	2.5035688811888406	4	11	0	0.0	0	0	1187.86	1657.84	3743.5	3966.5	42.14625	16.431736659369175	7.07	55.8	0	520.2020765048906	520.2020765048906
2660	10	38	3.36	2.866879837035379	1.25	9.41	7	18.428571428571427	3.5523298860110977	15	24	7	1.0	1	1	2793.26	3306.5	3336.77	3526.5	5.034285714285714	7.76801316756277	0.0	19.77	7	547.1862301812791	547.1862301812791
2661	10	42	1.595	1.6812776226561883	0.0	3.19	10	13.5	3.5978388574871505	7	21	9	0.9	0	1	3523.5	3743.5	1117.85	1744.29	5.077	16.054883680674862	0.0	50.77	9	663.9480955616938	663.9480955616938
2662	10	46	1.16	0.0	1.16	1.16	2	16.5	0.7071067811865476	16	17	2	1.0	1	1	3073.5	3073.5	2056.76	2177.17	0.0	0.0	0.0	0.0	2	120.40999999999985	120.40999999999985
2663	10	54	27.872500000000002	15.90851632512179	16.22	51.39	4	17.25	2.217355782608345	15	20	2	0.5	0	1	2565.15	2646.5	921.01	1323.5	17.8375	21.019929233943675	0.0	42.33	2	410.62881365047923	410.62881365047923
2664	10	61	0.0	0.0	0.0	0.0	2	21.0	0.0	21	21	2	1.0	1	1	1313.5	1313.5	3282.32	3287.81	0.0	0.0	0.0	0.0	2	5.489999999999782	5.489999999999782
2665	10	62	54.97	0.8768124086717396	54.35	55.59	2	3.0	0.0	3	3	0	0.0	0	0	1201.59	1371.99	4403.5	4403.5	56.879999999999995	1.7960512242141293	55.61	58.15	0	170.4000000000001	170.4000000000001
2666	10	66	0.9059999999999999	0.5880306114480777	0.0	1.65	5	14.8	2.3874672772626644	11	17	5	1.0	1	1	663.5	927.38	2977.64	3293.5	1.248	2.7906128359197377	0.0	6.24	5	411.5825482208886	411.5825482208886
2667	10	67	1.64	0.0	1.64	1.64	3	16.0	1.0	15	17	3	1.0	1	1	3743.5	3746.5	1583.28	1605.84	0.0	0.0	0.0	0.0	3	22.758593981175498	22.758593981175498
2668	10	68	26.296	12.805330140218958	16.16	48.72	5	16.0	2.9154759474226504	12	19	1	0.2	0	1	1308.72	1536.5	1326.5	1704.19	22.438	19.81404224281356	0.0	48.81	1	441.05947954896067	441.05947954896067
2669	10	72	1.464	1.859752671728152	0.0	3.5	5	19.2	4.381780460041329	14	23	5	1.0	1	1	1893.22	1976.5	3282.51	3507.65	7.94	11.82047164879642	0.0	26.41	5	240.0491158075779	240.0491158075779
2670	10	87	0.10250000000000001	0.21246176126540983	0.0	0.53	16	29.0625	7.187663041629039	8	37	16	1.0	1	1	2413.5	2863.5	1777.49	2872.26	0.16625	0.665	0.0	2.66	16	1183.6474783059357	1183.6474783059357
2671	10	91	0.45	0.0	0.45	0.45	2	13.5	0.7071067811865476	13	14	2	1.0	1	1	663.5	666.5	1992.85	2003.8	0.0	0.0	0.0	0.0	2	11.3535236820998	11.3535236820998
2672	10	92	5.76	0.0	5.76	5.76	2	23.5	0.7071067811865476	23	24	2	1.0	1	1	2005.31	2040.29	2853.5	2856.5	16.785	6.1447579285110905	12.44	21.13	2	35.1084092490674	35.1084092490674
2673	10	101	0.0	0.0	0.0	0.0	4	20.0	3.6514837167011076	16	24	4	1.0	1	1	1096.5	1323.5	1948.58	2248.42	0.0	0.0	0.0	0.0	4	376.0758242695216	376.0758242695216
2674	10	102	2.42	0.9963600420196174	1.36	3.27	4	18.75	2.0615528128088303	16	21	4	1.0	1	1	1039.77	1106.5	1983.5	2256.55	0.6975	1.395	0.0	2.79	4	281.0857438576352	281.0857438576352
2675	10	106	0.006666666666666667	0.010327955589886445	0.0	0.02	6	9.0	0.6324555320336759	8	10	6	1.0	1	1	4183.5	4396.5	1956.51	2178.54	0.0	0.0	0.0	0.0	6	307.6789250176229	307.6789250176229
2676	10	107	12.13	0.0	12.13	12.13	2	6.0	1.4142135623730951	5	7	1	0.5	0	1	1260.08	1299.04	446.5	446.5	11.975	15.464425304549795	1.04	22.91	1	38.960000000000036	38.960000000000036
2677	10	114	6.2551999999999985	3.0576040729085063	1.74	10.01	25	31.52	5.478138369920935	16	39	19	0.76	0	1	2511.3	3086.5	2206.5	2856.5	7.8036	13.280389640368233	0.0	46.11	19	867.960275588693	867.960275588693
2678	10	117	6.558	1.3528747170377589	5.57	8.04	5	9.6	2.1908902300206643	6	11	3	0.6	0	1	3953.5	3956.5	1811.03	2178.07	11.838	22.211416433897234	0.0	51.07	3	367.0522600393575	367.0522600393575
2679	10	124	47.936	8.888646128629476	32.99	56.14	5	11.2	2.4899799195977463	7	13	0	0.0	0	0	1705.17	2074.03	4291.26	4406.5	46.806	6.135729785445273	36.54	52.79	0	386.4426958812911	386.4426958812911
2680	10	125	6.4079999999999995	3.582180899954663	0.0	8.01	5	21.4	4.219004621945797	14	24	2	0.4	0	1	1323.5	1326.5	1342.76	1620.13	1.6580000000000001	1.7938979904108256	0.0	3.89	2	277.38622334211203	277.38622334211203
2681	10	129	14.815	4.330000000000005	12.65	21.31	4	15.75	2.217355782608345	14	19	2	0.5	0	1	958.53	1233.17	2643.5	2646.5	22.335	22.337213344551284	0.43	53.53	2	274.65638459719094	274.65638459719094
