	step	com_id	timeMeanSpeed_mean	timeMeanSpeed_std	timeMeanSpeed_amin	timeMeanSpeed_amax	com_size	degree_mean	degree_std	degree_amin	degree_amax	num_stops	num_stops_mean	num_stops_amin	num_stops_amax	y_amin	y_amax	x_amin	x_amax	speed_mean	speed_std	speed_amin	speed_amax	congested	range	num_stops_count
81	58	1	18.57166666666667	0.8736350698627684	15.15	19.04	18	7.444444444444445	1.9769918391399959	4	9	0	0.0	0	0	7555.47	8126.65	15275.64	16236.92	18.198333333333334	1.6562226690308914	13.73	19.34	0	1118.1707520768018	1118.1707520768018
82	59	1	18.494444444444444	0.9839250462977308	14.72	18.95	18	7.444444444444445	2.2021973577802645	3	10	0	0.0	0	0	7549.05	8110.72	15258.42	16217.41	18.075555555555553	1.8627848292976508	12.76	19.23	0	1111.3662803054624	1111.3662803054624
83	60	1	18.43888888888889	1.1086976402591826	14.32	18.92	18	7.444444444444445	2.2021973577802645	3	10	0	0.0	0	0	7542.76	8098.47	15241.11	16202.69	18.24	1.8508026875480965	12.92	19.37	0	1110.607806788697	1110.607806788697
84	61	1	18.378333333333334	1.2701516815395022	13.77	18.93	18	7.444444444444445	2.2021973577802645	3	10	0	0.0	0	0	7536.41	8086.65	15223.03	16188.09	18.243888888888886	1.8159461604123783	13.28	19.4	0	1110.9027235541369	1110.9027235541369
85	62	1	18.32611111111111	1.405954308055532	13.36	18.93	18	7.444444444444445	2.2021973577802645	3	10	0	0.0	0	0	7530.65	8074.03	15204.76	16173.74	18.17833333333333	1.8198682887053677	13.02	19.43	0	1110.9383712879844	1110.9383712879844
86	63	1	18.29888888888889	1.4668609496989191	13.32	19.02	18	7.444444444444445	2.2021973577802645	3	10	0	0.0	0	0	7524.75	8061.71	15186.51	16159.77	18.25333333333333	1.7830245288801585	13.05	19.38	0	1111.5579468475769	1111.5579468475769
87	64	1	18.277777777777775	1.5146987879776037	13.41	19.06	18	7.888888888888889	2.0548046676563256	3	10	0	0.0	0	0	7519.04	8049.85	15168.43	16144.95	18.25333333333333	1.8034346316371874	13.19	19.34	0	1111.4632546782648	1111.4632546782648
88	64	18	19.44		19.44	19.44	1	5.0		5	5	0	0.0	0	0	8138.77	8138.77	16248.69	16248.69	19.44		19.44	19.44	0	0.0	0.0
89	64	19	19.44		19.44	19.44	1	5.0		5	5	0	0.0	0	0	8136.32	8136.32	16250.9	16250.9	19.44		19.44	19.44	0	0.0	0.0
90	65	1	18.324499999999997	1.5206697797179438	13.46	19.06	20	7.2	2.015727634065883	3	10	0	0.0	0	0	7513.2	8126.82	15149.96	16236.82	18.2875	1.738262517270408	12.92	19.4	0	1248.1162461886317	1248.1162461886317
91	66	1	18.2905	1.6298998193302174	13.34	19.08	20	7.2	2.015727634065883	3	10	0	0.0	0	0	7507.66	8110.9	15132.19	16216.53	18.181499999999996	1.8134418424061964	12.76	19.42	0	1240.843154149629	1240.843154149629
92	67	1	18.253000000000004	1.682895687419994	13.29	19.04	20	7.1	2.04939015319192	3	10	0	0.0	0	0	7502.19	8099.1	15114.36	16202.55	18.164499999999997	1.6163261623688219	13.33	19.4	0	1241.1522969402256	1241.1522969402256
93	68	1	18.2155	1.6873943631653547	13.29	18.97	20	7.1	2.04939015319192	3	10	0	0.0	0	0	7498.55	8087.28	15100.61	16187.94	17.895499999999995	2.130059240589631	13.1	19.42	0	1236.4827300856246	1236.4827300856246
94	69	1	18.147	1.7147290717409767	13.29	19.04	20	7.1	2.04939015319192	3	10	0	0.0	0	0	7495.98	8075.18	15091.2	16173.55	17.432499999999997	3.1829973874354667	9.73	19.4	0	1227.5806134425543	1227.5806134425543
95	70	1	18.009999999999998	1.7971146464907577	13.25	19.02	20	7.1	2.04939015319192	3	10	0	0.0	0	0	7494.54	8062.98	15086.15	16159.26	16.9215	4.248944481930332	5.23	19.23	0	1214.3677802461661	1214.3677802461661
96	71	1	17.822999999999997	2.0239359777684376	13.2	19.03	20	7.3	2.0545200489600846	3	10	0	0.0	0	0	7493.88	8051.14	15083.4	16144.81	16.441	4.993857173937214	2.62	19.29	0	1198.8035267298808	1198.8035267298808
97	72	1	17.6445	2.377775331337232	12.83	18.99	20	7.3	1.7198531149031608	3	9	0	0.0	0	0	7493.26	8040.14	15081.84	16130.3	16.458999999999996	5.377853122810849	1.35	19.44	0	1182.5168523112043	1182.5168523112043
98	72	20	19.44		19.44	19.44	1	5.0		5	5	0	0.0	0	0	8138.77	8138.77	16248.69	16248.69	19.44		19.44	19.44	0	0.0	0.0
99	72	21	19.44		19.44	19.44	1	5.0		5	5	0	0.0	0	0	8136.32	8136.32	16250.9	16250.9	19.44		19.44	19.44	0	0.0	0.0
100	73	1	17.61181818181818	2.7301380330770306	11.07	19.28	22	7.090909090909091	1.770366949024731	3	9	0	0.0	0	0	7492.76	8126.61	15079.93	16236.38	16.615454545454547	5.441763306023869	1.3	19.43	0	1318.7654927999886	1318.7654927999886
101	74	1	18.177500000000002	1.9538541533675255	11.68	19.06	20	7.6	1.2732056517228265	5	9	0	0.0	0	0	7507.49	8110.36	15121.56	16216.59	17.6425	3.3330132960399292	5.4	19.43	0	1250.0171750020083	1250.0171750020083
102	74	22	9.365	0.0353553390593113	9.34	9.39	2	4.0	0.0	4	4	1	0.5	0	1	7492.54	7495.81	15078.54	15079.07	1.635	1.053589103967956	0.89	2.38	1	3.3126726370110315	3.3126726370110315
103	75	1	18.084500000000002	2.076896660125888	11.01	18.96	20	7.7	1.3018205875255096	5	9	0	0.0	0	0	7504.66	8098.46	15112.56	16202.52	17.430500000000002	3.454384666051622	6.96	19.23	0	1241.2136164254734	1241.2136164254734
104	75	22	7.5649999999999995	0.021213203435948527	7.55	7.58	2	5.0	0.0	5	5	1	0.5	0	1	7492.13	7495.54	15077.51	15077.52	1.335	0.38890872965260187	1.06	1.61	1	3.410014662724929	3.410014662724929
105	76	1	18.0015	2.1680169813861965	10.68	18.95	20	8.0	1.5217718205053643	5	11	0	0.0	0	0	7502.79	8086.31	15105.38	16188.45	17.423	3.3211841578759658	7.42	19.44	0	1230.2585969218032	1230.2585969218032
106	76	22	5.835	0.0353553390593113	5.81	5.86	2	6.0	0.0	6	6	1	0.5	0	1	7491.89	7495.24	15076.36	15076.57	1.085	0.1626345596729062	0.97	1.2	1	3.356575635971276	3.356575635971276
107	77	1	18.092105263157894	2.245290327545805	10.43	18.94	19	8.105263157894736	1.4867838833500564	5	11	0	0.0	0	0	7519.28	8074.16	15187.95	16174.2	18.081578947368417	2.2692344846222876	10.86	19.33	0	1131.6275345271517	1131.6275345271517
108	77	22	7.653333333333333	6.016122782434992	4.14	14.6	3	6.0	0.0	6	6	1	0.3333333333333333	0	1	7491.47	7501.83	15074.33	15101.68	2.5366666666666666	1.139575944522055	1.68	3.83	1	29.246403197658566	29.246403197658566
109	78	1	18.052105263157895	2.3080573335536245	10.45	18.94	19	8.105263157894736	1.4867838833500564	5	11	0	0.0	0	0	7513.82	8062.19	15170.34	16159.55	17.928421052631577	2.690830650680795	8.21	19.4	0	1131.0376125487596	1131.0376125487596
110	78	22	6.253333333333333	5.799968390718465	2.83	12.95	3	6.0	0.0	6	6	0	0.0	0	0	7491.01	7501.18	15073.27	15099.2	1.7833333333333332	0.7427202254774901	1.08	2.56	0	27.853075234164297	27.853075234164297
111	79	1	17.88647058823529	2.518630434324567	10.44	18.94	17	8.470588235294118	1.0675700831106785	7	11	0	0.0	0	0	7508.51	8050.43	15153.65	16144.96	17.470588235294116	3.349892667288475	5.74	19.31	0	1129.7667026868862	1129.7667026868862
112	79	22	5.133333333333333	5.3058866679692045	2.05	11.26	3	6.0	0.0	6	6	0	0.0	0	0	7490.67	7500.65	15071.4	15097.15	1.7666666666666666	0.46490142324296396	1.24	2.12	0	27.616352040050316	27.616352040050316
113	79	23	18.814999999999998	0.06363961030773393	18.77	18.86	2	9.0	0.0	9	9	0	0.0	0	0	7800.67	7803.41	15796.54	15798.38	18.81	0.8061017305526812	18.24	19.38	0	3.3004848128710798	3.3004848128710798
114	79	24	19.44		19.44	19.44	1	5.0		5	5	0	0.0	0	0	8138.77	8138.77	16248.69	16248.69	19.44		19.44	19.44	0	0.0	0.0
115	79	25	19.44		19.44	19.44	1	5.0		5	5	0	0.0	0	0	8136.32	8136.32	16250.9	16250.9	19.44		19.44	19.44	0	0.0	0.0
