	step	com_id	com_size	degree	degree	degree	degree	num_stops	num_stops	num_stops	num_stops	x	x	y	y	avg_speed	avg_speed	avg_speed	avg_speed	speed	speed	speed	speed	congested	range	num_stops_count
12	0	12	1	24.0		24	24	0	0.0	0	0	1973.5	1973.5	2483.01	2483.01	-1.0		-1.0	-1.0	6.12		6.12	6.12	0	0.0	0.0
13	0	13	1	12.0		12	12	0	0.0	0	0	656.5	656.5	2828.99	2828.99	-1.0		-1.0	-1.0	44.29		44.29	44.29	0	0.0	0.0
14	0	14	1	27.0		27	27	1	1.0	1	1	3296.5	3296.5	2988.82	2988.82	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
15	0	15	1	19.0		19	19	0	0.0	0	0	1575.77	1575.77	1536.5	1536.5	-1.0		-1.0	-1.0	36.23		36.23	36.23	0	0.0	0.0
16	0	16	1	14.0		14	14	1	1.0	1	1	3293.5	3293.5	927.39	927.39	-1.0		-1.0	-1.0	0.05		0.05	0.05	1	0.0	0.0
17	0	17	1	20.0		20	20	0	0.0	0	0	2086.53	2086.53	1976.5	1976.5	-1.0		-1.0	-1.0	13.86		13.86	13.86	0	0.0	0.0
18	0	18	1	25.0		25	25	1	1.0	1	1	2442.1	2442.1	1323.5	1323.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
19	0	19	1	21.0		21	21	1	1.0	1	1	1721.93	1721.93	3516.5	3516.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
20	0	20	1	20.0		20	20	1	1.0	1	1	1096.5	1096.5	2946.66	2946.66	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
21	0	21	1	22.0		22	22	1	1.0	1	1	3264.97	3264.97	1323.5	1323.5	-1.0		-1.0	-1.0	0.1		0.1	0.1	1	0.0	0.0
22	0	22	1	9.0		9	9	0	0.0	0	0	2633.5	2633.5	3667.57	3667.57	-1.0		-1.0	-1.0	51.8		51.8	51.8	0	0.0	0.0
23	0	23	1	19.0		19	19	1	1.0	1	1	1756.5	1756.5	1605.2	1605.2	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
24	0	24	1	12.0		12	12	0	0.0	0	0	3980.25	3980.25	1973.5	1973.5	-1.0		-1.0	-1.0	54.95		54.95	54.95	0	0.0	0.0
25	0	25	1	5.0		5	5	0	0.0	0	0	3963.5	3963.5	2556.92	2556.92	-1.0		-1.0	-1.0	33.31		33.31	33.31	0	0.0	0.0
26	0	26	1	3.0		3	3	0	0.0	0	0	4186.5	4186.5	3631.97	3631.97	-1.0		-1.0	-1.0	57.49		57.49	57.49	0	0.0	0.0
27	0	27	1	35.0		35	35	1	1.0	1	1	2448.54	2448.54	2643.5	2643.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
28	0	28	1	28.0		28	28	1	1.0	1	1	2206.5	2206.5	2338.8	2338.8	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
29	0	29	1	20.0		20	20	1	1.0	1	1	1967.59	1967.59	1753.5	1753.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
30	0	30	1	31.0		31	31	1	1.0	1	1	1973.5	1973.5	2736.76	2736.76	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
31	0	31	1	18.0		18	18	0	0.0	0	0	3019.84	3019.84	3296.5	3296.5	-1.0		-1.0	-1.0	6.47		6.47	6.47	0	0.0	0.0
32	0	32	1	14.0		14	14	1	1.0	1	1	2608.86	2608.86	436.5	436.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
33	0	33	1	20.0		20	20	0	0.0	0	0	2140.84	2140.84	1313.5	1313.5	-1.0		-1.0	-1.0	3.67		3.67	3.67	0	0.0	0.0
34	0	34	1	14.0		14	14	0	0.0	0	0	4393.5	4393.5	1925.31	1925.31	-1.0		-1.0	-1.0	51.41		51.41	51.41	0	0.0	0.0
35	0	35	1	20.0		20	20	1	1.0	1	1	2002.18	2002.18	1766.5	1766.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
36	0	36	1	4.0		4	4	0	0.0	0	0	1846.12	1846.12	226.5	226.5	-1.0		-1.0	-1.0	53.79		53.79	53.79	0	0.0	0.0
37	0	37	1	8.0		8	8	0	0.0	0	0	3736.5	3736.5	1602.45	1602.45	-1.0		-1.0	-1.0	34.17		34.17	34.17	0	0.0	0.0
38	0	38	1	8.0		8	8	0	0.0	0	0	3523.5	3523.5	637.81	637.81	-1.0		-1.0	-1.0	2.9		2.9	2.9	0	0.0	0.0
39	0	39	1	15.0		15	15	1	1.0	1	1	2968.54	2968.54	876.5	876.5	-1.0		-1.0	-1.0	0.71		0.71	0.71	1	0.0	0.0
40	0	40	1	6.0		6	6	0	0.0	0	0	2643.5	2643.5	4154.6	4154.6	-1.0		-1.0	-1.0	4.72		4.72	4.72	0	0.0	0.0
41	0	41	1	8.0		8	8	0	0.0	0	0	1287.85	1287.85	4393.5	4393.5	-1.0		-1.0	-1.0	20.55		20.55	20.55	0	0.0	0.0
42	0	42	1	29.0		29	29	0	0.0	0	0	1606.88	1606.88	2863.5	2863.5	-1.0		-1.0	-1.0	15.67		15.67	15.67	0	0.0	0.0
43	0	43	1	7.0		7	7	0	0.0	0	0	2678.56	2678.56	4393.5	4393.5	-1.0		-1.0	-1.0	47.13		47.13	47.13	0	0.0	0.0
44	0	44	1	23.0		23	23	0	0.0	0	0	3293.5	3293.5	1721.63	1721.63	-1.0		-1.0	-1.0	50.57		50.57	50.57	0	0.0	0.0
45	0	45	1	5.0		5	5	1	1.0	1	1	2627.28	2627.28	3956.5	3956.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
46	0	46	1	5.0		5	5	1	1.0	1	1	1737.73	1737.73	216.5	216.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
47	0	47	1	11.0		11	11	0	0.0	0	0	1231.16	1231.16	1096.5	1096.5	-1.0		-1.0	-1.0	59.27		59.27	59.27	0	0.0	0.0
48	0	48	1	5.0		5	5	0	0.0	0	0	1614.54	1614.54	666.5	666.5	-1.0		-1.0	-1.0	51.49		51.49	51.49	0	0.0	0.0
49	0	49	1	23.0		23	23	1	1.0	1	1	2853.5	2853.5	2714.89	2714.89	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
50	0	50	1	6.0		6	6	0	0.0	0	0	4017.25	4017.25	3306.5	3306.5	-1.0		-1.0	-1.0	58.51		58.51	58.51	0	0.0	0.0
51	0	51	1	14.0		14	14	0	0.0	0	0	4406.5	4406.5	1830.84	1830.84	-1.0		-1.0	-1.0	47.24		47.24	47.24	0	0.0	0.0
52	0	52	1	18.0		18	18	0	0.0	0	0	3483.63	3483.63	1973.5	1973.5	-1.0		-1.0	-1.0	2.67		2.67	2.67	0	0.0	0.0
53	0	53	1	18.0		18	18	0	0.0	0	0	2426.5	2426.5	1595.81	1595.81	-1.0		-1.0	-1.0	45.29		45.29	45.29	0	0.0	0.0
54	0	54	1	21.0		21	21	0	0.0	0	0	2496.49	2496.49	1546.5	1546.5	-1.0		-1.0	-1.0	49.69		49.69	49.69	0	0.0	0.0
55	0	55	1	23.0		23	23	0	0.0	0	0	2509.38	2509.38	1323.5	1323.5	-1.0		-1.0	-1.0	13.81		13.81	13.81	0	0.0	0.0
56	0	56	1	36.0		36	36	1	1.0	1	1	1712.36	1712.36	2853.5	2853.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
57	0	57	1	39.0		39	39	1	1.0	1	1	3062.76	3062.76	1533.5	1533.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
58	0	58	1	16.0		16	16	0	0.0	0	0	1428.59	1428.59	1093.5	1093.5	-1.0		-1.0	-1.0	15.28		15.28	15.28	0	0.0	0.0
59	0	59	1	23.0		23	23	1	1.0	1	1	2222.5	2222.5	1983.5	1983.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
60	0	60	1	8.0		8	8	0	0.0	0	0	2115.25	2115.25	3953.5	3953.5	-1.0		-1.0	-1.0	3.98		3.98	3.98	0	0.0	0.0
61	0	61	1	17.0		17	17	0	0.0	0	0	1644.75	1644.75	1323.5	1323.5	-1.0		-1.0	-1.0	14.89		14.89	14.89	0	0.0	0.0
62	0	62	1	20.0		20	20	1	1.0	1	1	1727.45	1727.45	3516.5	3516.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
63	0	63	1	16.0		16	16	0	0.0	0	0	1609.83	1609.83	1096.5	1096.5	-1.0		-1.0	-1.0	10.11		10.11	10.11	0	0.0	0.0
64	0	64	1	21.0		21	21	1	1.0	1	1	3112.7	3112.7	3306.5	3306.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
65	0	65	1	4.0		4	4	1	1.0	1	1	3277.04	3277.04	4176.5	4176.5	-1.0		-1.0	-1.0	0.55		0.55	0.55	1	0.0	0.0
66	0	66	1	6.0		6	6	0	0.0	0	0	776.69	776.69	1533.5	1533.5	-1.0		-1.0	-1.0	50.38		50.38	50.38	0	0.0	0.0
67	0	67	1	26.0		26	26	0	0.0	0	0	2416.5	2416.5	2015.88	2015.88	-1.0		-1.0	-1.0	2.51		2.51	2.51	0	0.0	0.0
68	0	68	1	19.0		19	19	0	0.0	0	0	1103.5	1103.5	3098.66	3098.66	-1.0		-1.0	-1.0	23.89		23.89	23.89	0	0.0	0.0
69	0	69	1	4.0		4	4	0	0.0	0	0	4396.5	4396.5	1402.56	1402.56	-1.0		-1.0	-1.0	56.31		56.31	56.31	0	0.0	0.0
70	0	70	1	4.0		4	4	1	1.0	1	1	3503.43	3503.43	213.5	213.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
71	0	71	1	38.0		38	38	0	0.0	0	0	3076.5	3076.5	1559.61	1559.61	-1.0		-1.0	-1.0	29.51		29.51	29.51	0	0.0	0.0
72	0	72	1	29.0		29	29	1	1.0	1	1	2216.42	2216.42	2643.5	2643.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
73	0	73	1	21.0		21	21	0	0.0	0	0	1763.5	1763.5	1906.24	1906.24	-1.0		-1.0	-1.0	31.54		31.54	31.54	0	0.0	0.0
74	0	74	1	14.0		14	14	1	1.0	1	1	3296.5	3296.5	900.95	900.95	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
75	0	75	1	11.0		11	11	0	0.0	0	0	1753.5	1753.5	780.04	780.04	-1.0		-1.0	-1.0	51.06		51.06	51.06	0	0.0	0.0
76	0	76	1	30.0		30	30	1	1.0	1	1	1763.5	1763.5	2772.61	2772.61	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
77	0	77	1	18.0		18	18	1	1.0	1	1	1967.46	1967.46	873.5	873.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
78	0	78	1	9.0		9	9	0	0.0	0	0	663.5	663.5	1172.54	1172.54	-1.0		-1.0	-1.0	56.09		56.09	56.09	0	0.0	0.0
79	0	79	1	11.0		11	11	0	0.0	0	0	1412.5	1412.5	1533.5	1533.5	-1.0		-1.0	-1.0	43.9		43.9	43.9	0	0.0	0.0
80	0	80	1	1.0		1	1	1	1.0	1	1	677.67	677.67	886.5	886.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
81	0	81	1	21.0		21	21	0	0.0	0	0	1766.5	1766.5	2055.58	2055.58	-1.0		-1.0	-1.0	49.41		49.41	49.41	0	0.0	0.0
82	0	82	1	34.0		34	34	0	0.0	0	0	1533.5	1533.5	2874.95	2874.95	-1.0		-1.0	-1.0	37.64		37.64	37.64	0	0.0	0.0
83	0	83	1	29.0		29	29	1	1.0	1	1	2413.5	2413.5	2101.31	2101.31	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
84	0	84	1	4.0		4	4	0	0.0	0	0	1838.79	1838.79	4406.5	4406.5	-1.0		-1.0	-1.0	56.28		56.28	56.28	0	0.0	0.0
85	0	85	1	28.0		28	28	0	0.0	0	0	3176.02	3176.02	1326.5	1326.5	-1.0		-1.0	-1.0	8.5		8.5	8.5	0	0.0	0.0
86	0	86	1	5.0		5	5	0	0.0	0	0	4186.5	4186.5	3311.02	3311.02	-1.0		-1.0	-1.0	41.87		41.87	41.87	0	0.0	0.0
87	0	87	1	21.0		21	21	0	0.0	0	0	3513.5	3513.5	2939.32	2939.32	-1.0		-1.0	-1.0	25.96		25.96	25.96	0	0.0	0.0
88	0	88	1	18.0		18	18	1	1.0	1	1	902.2	902.2	3083.5	3083.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
89	0	89	1	19.0		19	19	1	1.0	1	1	1698.65	1698.65	1096.5	1096.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
90	0	90	1	14.0		14	14	0	0.0	0	0	1617.54	1617.54	2196.5	2196.5	-1.0		-1.0	-1.0	53.6		53.6	53.6	0	0.0	0.0
91	0	91	1	19.0		19	19	0	0.0	0	0	1637.89	1637.89	1326.5	1326.5	-1.0		-1.0	-1.0	17.37		17.37	17.37	0	0.0	0.0
92	0	92	1	22.0		22	22	1	1.0	1	1	2872.32	2872.32	3086.5	3086.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
93	0	93	1	13.0		13	13	0	0.0	0	0	3746.5	3746.5	3485.75	3485.75	-1.0		-1.0	-1.0	29.15		29.15	29.15	0	0.0	0.0
94	0	94	1	14.0		14	14	0	0.0	0	0	1106.5	1106.5	2174.99	2174.99	-1.0		-1.0	-1.0	24.69		24.69	24.69	0	0.0	0.0
95	0	95	1	12.0		12	12	1	1.0	1	1	1302.42	1302.42	3736.5	3736.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
96	0	96	1	26.0		26	26	1	1.0	1	1	2413.5	2413.5	2029.91	2029.91	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
97	0	97	1	4.0		4	4	1	1.0	1	1	892.87	892.87	3523.5	3523.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
98	0	98	1	7.0		7	7	0	0.0	0	0	4406.5	4406.5	2693.76	2693.76	-1.0		-1.0	-1.0	45.73		45.73	45.73	0	0.0	0.0
99	0	99	1	18.0		18	18	1	1.0	1	1	1948.58	1948.58	1313.5	1313.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
100	0	100	1	0.0		0	0	1	1.0	1	1	232.39	232.39	226.5	226.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
101	0	101	1	25.0		25	25	1	1.0	1	1	1304.71	1304.71	2856.5	2856.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
102	0	102	1	6.0		6	6	0	0.0	0	0	4165.67	4165.67	3526.5	3526.5	-1.0		-1.0	-1.0	34.4		34.4	34.4	0	0.0	0.0
103	0	103	1	5.0		5	5	0	0.0	0	0	1004.0	1004.0	3733.5	3733.5	-1.0		-1.0	-1.0	53.56		53.56	53.56	0	0.0	0.0
104	0	104	1	16.0		16	16	1	1.0	1	1	1951.97	1951.97	3513.5	3513.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
105	0	105	1	15.0		15	15	0	0.0	0	0	3303.5	3303.5	1235.7	1235.7	-1.0		-1.0	-1.0	53.32		53.32	53.32	0	0.0	0.0
106	0	106	1	1.0		1	1	1	1.0	1	1	3752.22	3752.22	226.5	226.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
107	0	107	1	6.0		6	6	0	0.0	0	0	1133.57	1133.57	873.5	873.5	-1.0		-1.0	-1.0	28.47		28.47	28.47	0	0.0	0.0
108	0	108	1	11.0		11	11	1	1.0	1	1	666.5	666.5	2133.56	2133.56	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
109	0	109	1	10.0		10	10	0	0.0	0	0	1766.5	1766.5	641.74	641.74	-1.0		-1.0	-1.0	2.81		2.81	2.81	0	0.0	0.0
110	0	110	1	28.0		28	28	1	1.0	1	1	2866.5	2866.5	1665.7	1665.7	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
111	0	111	1	6.0		6	6	0	0.0	0	0	3683.11	3683.11	1543.5	1543.5	-1.0		-1.0	-1.0	35.37		35.37	35.37	0	0.0	0.0
112	0	112	1	24.0		24	24	1	1.0	1	1	1967.36	1967.36	2633.5	2633.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
113	0	113	1	17.0		17	17	1	1.0	1	1	2866.5	2866.5	2519.25	2519.25	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
114	0	114	1	14.0		14	14	0	0.0	0	0	3277.65	3277.65	2413.5	2413.5	-1.0		-1.0	-1.0	4.09		4.09	4.09	0	0.0	0.0
115	0	115	1	29.0		29	29	1	1.0	1	1	2413.5	2413.5	2870.73	2870.73	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
116	0	116	1	28.0		28	28	1	1.0	1	1	2206.5	2206.5	2294.82	2294.82	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
117	0	117	1	14.0		14	14	0	0.0	0	0	3516.5	3516.5	1796.91	1796.91	-1.0		-1.0	-1.0	3.29		3.29	3.29	0	0.0	0.0
118	0	118	1	22.0		22	22	1	1.0	1	1	2384.87	2384.87	1536.5	1536.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
119	0	119	1	5.0		5	5	0	0.0	0	0	446.5	446.5	3285.21	3285.21	-1.0		-1.0	-1.0	5.94		5.94	5.94	0	0.0	0.0
120	0	120	1	20.0		20	20	1	1.0	1	1	2866.5	2866.5	2149.61	2149.61	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
121	0	121	1	38.0		38	38	1	1.0	1	1	3086.5	3086.5	1452.03	1452.03	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
122	0	122	1	9.0		9	9	0	0.0	0	0	1096.5	1096.5	1148.71	1148.71	-1.0		-1.0	-1.0	51.59		51.59	51.59	0	0.0	0.0
123	0	123	1	37.0		37	37	1	1.0	1	1	2636.5	2636.5	2711.14	2711.14	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
124	0	124	1	28.0		28	28	1	1.0	1	1	1332.72	1332.72	2863.5	2863.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
125	0	125	1	9.0		9	9	0	0.0	0	0	4173.5	4173.5	2564.69	2564.69	-1.0		-1.0	-1.0	48.43		48.43	48.43	0	0.0	0.0
126	0	126	1	29.0		29	29	0	0.0	0	0	1941.53	1941.53	2853.5	2853.5	-1.0		-1.0	-1.0	2.42		2.42	2.42	0	0.0	0.0
127	0	127	1	3.0		3	3	0	0.0	0	0	4238.35	4238.35	3966.5	3966.5	-1.0		-1.0	-1.0	62.82		62.82	62.82	0	0.0	0.0
128	0	128	1	14.0		14	14	0	0.0	0	0	1655.9	1655.9	2193.5	2193.5	-1.0		-1.0	-1.0	49.17		49.17	49.17	0	0.0	0.0
129	0	129	1	1.0		1	1	0	0.0	0	0	3824.86	3824.86	4393.5	4393.5	-1.0		-1.0	-1.0	44.1		44.1	44.1	0	0.0	0.0
130	0	130	1	18.0		18	18	0	0.0	0	0	2099.48	2099.48	1536.5	1536.5	-1.0		-1.0	-1.0	1.99		1.99	1.99	0	0.0	0.0
131	0	131	1	18.0		18	18	1	1.0	1	1	1983.5	1983.5	1886.96	1886.96	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
132	0	132	1	7.0		7	7	0	0.0	0	0	3513.5	3513.5	1221.0	1221.0	-1.0		-1.0	-1.0	41.96		41.96	41.96	0	0.0	0.0
133	0	133	1	4.0		4	4	1	1.0	1	1	897.28	897.28	443.5	443.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
134	0	134	1	23.0		23	23	1	1.0	1	1	2683.19	2683.19	2206.5	2206.5	-1.0		-1.0	-1.0	0.74		0.74	0.74	1	0.0	0.0
135	0	135	1	18.0		18	18	0	0.0	0	0	2088.95	2088.95	1533.5	1533.5	-1.0		-1.0	-1.0	23.8		23.8	23.8	0	0.0	0.0
136	0	136	1	23.0		23	23	1	1.0	1	1	2206.5	2206.5	2329.33	2329.33	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
137	0	137	1	10.0		10	10	0	0.0	0	0	2853.5	2853.5	3688.38	3688.38	-1.0		-1.0	-1.0	47.69		47.69	47.69	0	0.0	0.0
138	0	138	1	17.0		17	17	0	0.0	0	0	4186.5	4186.5	1919.25	1919.25	-1.0		-1.0	-1.0	5.19		5.19	5.19	0	0.0	0.0
139	0	139	1	8.0		8	8	0	0.0	0	0	3784.1	3784.1	1973.5	1973.5	-1.0		-1.0	-1.0	50.69		50.69	50.69	0	0.0	0.0
140	0	140	1	4.0		4	4	0	0.0	0	0	4403.5	4403.5	1234.05	1234.05	-1.0		-1.0	-1.0	52.3		52.3	52.3	0	0.0	0.0
141	0	141	1	2.0		2	2	0	0.0	0	0	3278.88	3278.88	216.5	216.5	-1.0		-1.0	-1.0	14.01		14.01	14.01	0	0.0	0.0
142	0	142	1	35.0		35	35	1	1.0	1	1	2413.5	2413.5	2661.21	2661.21	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
143	0	143	1	24.0		24	24	0	0.0	0	0	3513.5	3513.5	3010.3	3010.3	-1.0		-1.0	-1.0	48.04		48.04	48.04	0	0.0	0.0
144	0	144	1	26.0		26	26	1	1.0	1	1	1284.65	1284.65	2856.5	2856.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
145	0	145	1	2.0		2	2	0	0.0	0	0	244.8	244.8	3953.5	3953.5	-1.0		-1.0	-1.0	32.46		32.46	32.46	0	0.0	0.0
146	0	146	1	10.0		10	10	1	1.0	1	1	3513.5	3513.5	3769.5	3769.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
147	0	147	1	14.0		14	14	0	0.0	0	0	2643.5	2643.5	1019.95	1019.95	-1.0		-1.0	-1.0	12.32		12.32	12.32	0	0.0	0.0
148	0	148	1	20.0		20	20	1	1.0	1	1	1732.78	1732.78	3513.5	3513.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
149	0	149	1	30.0		30	30	1	1.0	1	1	2458.46	2458.46	2866.5	2866.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
150	0	150	1	27.0		27	27	0	0.0	0	0	1983.5	1983.5	3038.96	3038.96	-1.0		-1.0	-1.0	1.98		1.98	1.98	0	0.0	0.0
151	0	151	1	5.0		5	5	0	0.0	0	0	2936.97	2936.97	223.5	223.5	-1.0		-1.0	-1.0	54.08		54.08	54.08	0	0.0	0.0
152	0	152	1	23.0		23	23	0	0.0	0	0	3083.5	3083.5	2179.39	2179.39	-1.0		-1.0	-1.0	13.61		13.61	13.61	0	0.0	0.0
153	0	153	1	6.0		6	6	1	1.0	1	1	2882.39	2882.39	4406.5	4406.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
154	0	154	1	23.0		23	23	1	1.0	1	1	3076.5	3076.5	3242.26	3242.26	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
155	0	155	1	11.0		11	11	1	1.0	1	1	3963.5	3963.5	3068.65	3068.65	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
156	0	156	1	14.0		14	14	0	0.0	0	0	2764.76	2764.76	3076.5	3076.5	-1.0		-1.0	-1.0	14.25		14.25	14.25	0	0.0	0.0
157	0	157	1	38.0		38	38	1	1.0	1	1	2636.5	2636.5	2681.26	2681.26	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
158	0	158	1	20.0		20	20	1	1.0	1	1	2423.5	2423.5	1529.34	1529.34	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
159	0	159	1	2.0		2	2	0	0.0	0	0	223.5	223.5	2334.06	2334.06	-1.0		-1.0	-1.0	26.87		26.87	26.87	0	0.0	0.0
160	0	160	1	17.0		17	17	0	0.0	0	0	876.5	876.5	2530.29	2530.29	-1.0		-1.0	-1.0	42.74		42.74	42.74	0	0.0	0.0
161	0	161	1	15.0		15	15	0	0.0	0	0	2473.41	2473.41	3303.5	3303.5	-1.0		-1.0	-1.0	2.48		2.48	2.48	0	0.0	0.0
162	0	162	1	32.0		32	32	1	1.0	1	1	2203.5	2203.5	2144.36	2144.36	-1.0		-1.0	-1.0	0.65		0.65	0.65	1	0.0	0.0
163	0	163	1	17.0		17	17	1	1.0	1	1	1682.05	1682.05	1093.5	1093.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
164	0	164	1	36.0		36	36	1	1.0	1	1	2656.35	2656.35	2646.5	2646.5	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
165	0	165	1	8.0		8	8	0	0.0	0	0	4186.5	4186.5	3014.48	3014.48	-1.0		-1.0	-1.0	63.81		63.81	63.81	0	0.0	0.0
166	0	166	1	21.0		21	21	1	1.0	1	1	3296.5	3296.5	2744.9	2744.9	-1.0		-1.0	-1.0	0.0		0.0	0.0	1	0.0	0.0
