step	nodes	edges	singletons	connected	avg_degree	degree_distribution	diameter	avg_clustering_coefficient	cc_count	avg_cc_size	max_cc_size	max_cc_id	cc_std_dev	com_count	avg_com_size	max_com_size	max_com_id	min_com_size	min_com_id	std_com_dist	size_distribution	modularity	com_modularity	iterations	iteration_modularities	weighted_com_modularity	speed_avg	speed_std	speed_avg_std	avgSpeed_avg	avgSpeed_std	avgSpeed_avg_std
0	1	0	1	0	0.0	1,	4.9E-324	0.0	1	1.0	1	0	1.0	1	1.0	1	0	1	0	0.0	0,1,	NaN	NaN	1	NaN,	NaN	19.44	0.0	0.0	0.0	0.0	0.0
1	2	1	0	2	1.0	0,2,	1.0	0.0	1	2.0	2	0	2.0	2	1.0	1	2	1	2	0.0	0,2,	0.0	-0.5	1	-0.5,	-0.5000000256785783	19.119999	0.45254925	0.0	0.0	0.0	0.0
2	2	1	0	2	1.0	0,2,	1.0	0.0	1	2.0	2	0	2.0	2	1.0	1	2	1	2	0.0	0,2,	0.0	-0.5	1	-0.5,	-0.5000000256785783	19.119999	0.45254925	0.0	0.0	0.0	0.0
3	3	3	0	3	2.0	0,0,3,	1.0	1.0	1	3.0	3	0	3.0	2	1.5	2	3	1	1	0.70710677	0,1,1,	0.0	-0.22222222222222227	1	-0.22222222222222227,	-0.47933690565460163	19.005001	0.38890955	0.11313708	0.0	0.0	0.0
4	4	6	0	4	3.0	0,0,0,4,	1.0	1.0	1	4.0	4	0	4.0	3	1.3333334	2	1	1	4	0.57735026	0,2,1,	0.0	-0.20833333333333334	1	-0.20833333333333334,	-0.3623719762498312	19.19	0.4243817	0.06128259	0.0	0.0	0.0
5	4	6	0	4	3.0	0,0,0,4,	1.0	1.0	1	4.0	4	0	4.0	1	4.0	4	1	4	1	0.0	0,0,0,0,1,	0.0	0.0	1	0.0,	3.173253537713805E-8	18.865	0.0	0.46429157	0.0	0.0	0.0
6	4	6	0	4	3.0	0,0,0,4,	1.0	1.0	1	4.0	4	0	4.0	1	4.0	4	1	4	1	0.0	0,0,0,0,1,	0.0	0.0	1	0.0,	3.173253537713805E-8	18.865	0.0	0.46429157	0.0	0.0	0.0
7	5	10	0	5	4.0	0,0,0,0,5,	1.0	1.0	1	5.0	5	0	5.0	2	2.5	4	1	1	5	2.1213202	0,1,0,0,1,	0.0	-0.08000000000000018	1	-0.08000000000000018,	-0.0773804559100355	19.001251	0.62048656	0.17927516	0.0	0.0	0.0
8	6	15	0	6	5.0	0,0,0,0,0,6,	1.0	1.0	1	6.0	6	0	6.0	2	3.0	5	1	1	6	2.828427	0,1,0,0,0,1,	0.0	-0.05555555555555547	1	-0.05555555555555547,	-0.4643625770875672	19.243	0.27860078	0.124529116	0.0	0.0	0.0
9	6	15	0	6	5.0	0,0,0,0,0,6,	1.0	1.0	1	6.0	6	0	6.0	1	6.0	6	1	6	1	0.0	0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-1.0763745450503848E-9	18.943333	0.0	0.4709848	0.0	0.0	0.0
10	7	21	0	7	6.0	0,0,0,0,0,0,7,	1.0	1.0	1	7.0	7	0	7.0	2	3.5	6	1	1	7	3.535534	0,1,0,0,0,0,1,	0.0	-0.0408163265306124	1	-0.0408163265306124,	-0.4718152991557945	19.2075	0.32880476	0.2024537	0.0	0.0	0.0
11	8	28	0	8	7.0	0,0,0,0,0,0,0,8,	1.0	1.0	1	8.0	8	0	8.0	2	4.0	7	1	1	8	4.2426405	0,1,0,0,0,0,0,1,	0.0	-0.03125	1	-0.03125,	-0.42994504399872274	19.085	0.5020465	0.17625739	0.0	0.0	0.0
12	8	28	0	8	7.0	0,0,0,0,0,0,0,8,	1.0	1.0	1	8.0	8	0	8.0	1	8.0	8	1	8	1	0.0	0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-8.184753030882064E-8	18.74375	0.0	0.40514326	0.0	0.0	0.0
13	8	28	0	8	7.0	0,0,0,0,0,0,0,8,	1.0	1.0	1	8.0	8	0	8.0	1	8.0	8	1	8	1	0.0	0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-8.184753030882064E-8	18.74375	0.0	0.40514326	0.0	0.0	0.0
14	9	36	0	9	8.0	0,0,0,0,0,0,0,0,9,	1.0	1.0	1	9.0	9	0	9.0	2	4.5	8	1	1	9	4.9497476	0,1,0,0,0,0,0,0,1,	0.0	-0.024691358024691357	1	-0.024691358024691357,	-0.42755390159256607	19.2925	0.20859656	0.114111476	0.0	0.0	0.0
15	10	45	0	10	9.0	0,0,0,0,0,0,0,0,0,10,	1.0	1.0	1	10.0	10	0	10.0	2	5.0	9	1	1	10	5.656854	0,1,0,0,0,0,0,0,0,1,	0.0	-0.020000000000000018	1	-0.020000000000000018,	-0.4728284247447369	19.12889	0.43997803	0.12756807	0.0	0.0	0.0
16	10	45	0	10	9.0	0,0,0,0,0,0,0,0,0,10,	1.0	1.0	1	10.0	10	0	10.0	1	10.0	10	1	10	1	0.0	0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	1.9586021482442817E-7	18.777	0.0	0.43558517	0.0	0.0	0.0
17	10	45	0	10	9.0	0,0,0,0,0,0,0,0,0,10,	1.0	1.0	1	10.0	10	0	10.0	2	5.0	7	1	3	11	2.828427	0,0,0,1,0,0,0,1,	0.0	-0.046666666666666634	1	-0.046666666666666634,	-0.04633093552282441	18.668808	0.07845518	0.3014471	0.0	0.0	0.0
18	11	53	0	11	9.636363983154297	0,0,0,0,0,0,0,0,1,2,8,	2.0	0.9676767676767678	1	11.0	11	0	11.0	3	3.6666667	7	1	1	12	3.0550504	0,1,0,1,0,0,0,1,	0.0	-0.051441794232823024	1	-0.051441794232823024,	-0.39446082748674977	18.99524	0.39398625	0.2562357	0.0	0.0	0.0
19	12	61	0	12	10.166666984558105	0,0,0,0,0,0,0,0,1,3,1,7,	2.0	0.9409511784511784	1	12.0	12	0	12.0	3	4.0	8	1	1	13	3.6055512	0,1,0,1,0,0,0,0,1,	0.0	-0.03990862671324902	1	-0.03990862671324902,	-0.38242978224935026	18.893888	0.5417217	0.18282674	0.0	0.0	0.0
20	12	61	0	12	10.166666984558105	0,0,0,0,0,0,0,0,1,3,1,7,	2.0	0.9409511784511784	1	12.0	12	0	12.0	2	6.0	9	1	3	11	4.2426405	0,0,0,1,0,0,0,0,0,1,	0.0	-0.03077129803816181	1	-0.03077129803816181,	-0.030911355089461745	18.745556	0.006284938	0.43639684	0.0	0.0	0.0
21	13	69	0	13	10.615385055541992	0,0,0,0,0,0,0,0,1,3,2,1,6,	2.0	0.9193861693861692	1	13.0	13	0	13.0	3	4.3333335	9	1	1	14	4.163332	0,1,0,1,0,0,0,0,0,1,	0.0	-0.03969754253308133	1	-0.03969754253308133,	-0.2719167169861959	18.9	0.48119098	0.2862297	0.0	0.0	0.0
22	14	78	0	14	11.142857551574707	0,0,0,0,0,0,0,0,0,4,2,2,0,6,	2.0	0.9092352092352092	1	14.0	14	0	14.0	2	7.0	13	1	1	15	8.485281	0,1,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.006656804733727872	1	-0.006656804733727872,	-0.006242300713071969	19.014616	0.60158455	0.17775758	0.0	0.0	0.0
23	14	78	0	14	11.142857551574707	0,0,0,0,0,0,0,0,0,4,2,2,0,6,	2.0	0.9092352092352092	1	14.0	14	0	14.0	1	14.0	14	1	14	1	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-2.5788346968980136E-7	18.944286	0.0	0.33387503	0.0	0.0	0.0
24	14	78	0	14	11.142857551574707	0,0,0,0,0,0,0,0,0,4,2,2,0,6,	2.0	0.9092352092352092	1	14.0	14	0	14.0	1	14.0	14	1	14	1	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-2.5788346968980136E-7	18.944286	0.0	0.33387503	0.0	0.0	0.0
25	15	86	0	15	11.466666221618652	0,0,0,0,0,0,0,0,1,2,3,2,1,2,4,	2.0	0.891999111999112	1	15.0	15	0	15.0	2	7.5	14	1	1	16	9.192389	0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.004326663061113956	1	-0.004326663061113956,	-0.4355445503988788	19.174286	0.37577724	0.18791218	0.0	0.0	0.0
26	16	94	0	16	11.75	0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,3,	2.0	0.878388625263625	1	16.0	16	0	16.0	2	8.0	15	1	1	17	9.899495	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.003621548211860559	1	-0.003621548211860559,	-0.21737505271542717	19.097334	0.4846038	0.2110845	0.0	0.0	0.0
27	16	94	0	16	11.75	0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,3,	2.0	0.878388625263625	1	16.0	16	0	16.0	1	16.0	16	1	16	1	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	5.821478354928189E-8	18.98	0.0	0.37876993	0.0	0.0	0.0
28	17	102	0	17	12.0	0,0,0,0,0,0,0,0,1,3,2,1,2,3,2,1,2,	2.0	0.8671645348115936	1	17.0	17	0	17.0	2	8.5	16	1	1	18	10.606602	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.003075740099961366	1	-0.003075740099961366,	-0.002889246381577726	19.103437	0.47597212	0.16417184	0.0	0.0	0.0
29	18	111	0	18	12.333333015441895	0,0,0,0,0,0,0,0,0,4,2,2,0,4,2,2,0,2,	2.0	0.8628977050545678	1	18.0	18	0	18.0	2	9.0	17	1	1	19	11.313708	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.0032870708546385297	1	-0.0032870708546385297,	-0.43668153099143403	19.00706	0.61227167	0.44578955	0.0	0.0	0.0
30	18	111	0	18	12.333333015441895	0,0,0,0,0,0,0,0,0,4,2,2,0,4,2,2,0,2,	2.0	0.8628977050545678	1	18.0	18	0	18.0	1	18.0	18	1	18	1	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-3.5465845948934316E-7	18.617222	0.0	0.43761122	0.0	0.0	0.0
31	18	111	0	18	12.333333015441895	0,0,0,0,0,0,0,0,0,4,2,2,0,4,2,2,0,2,	2.0	0.8628977050545678	1	18.0	18	0	18.0	1	18.0	18	1	18	1	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-3.5465845948934316E-7	18.617222	0.0	0.43761122	0.0	0.0	0.0
32	19	119	0	19	12.526315689086914	0,0,0,0,0,0,0,0,1,2,3,2,1,2,3,2,1,2,	3.0	0.8522399684938384	1	19.0	19	0	19.0	2	9.5	18	1	1	20	12.020815	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.0022597274203799422	1	-0.0022597274203799422,	-0.0022098270150717747	18.997501	0.62578964	0.37353733	0.0	0.0	0.0
33	20	128	0	20	12.800000190734863	0,0,0,0,0,0,0,0,0,4,1,3,1,3,1,3,1,3,	3.0	0.8481954238571887	1	20.0	20	0	20.0	2	10.0	19	1	1	21	12.727922	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.002471923828125	1	-0.002471923828125,	-0.3695468454498926	18.953423	0.68812656	0.5797702	0.0	0.0	0.0
34	20	128	0	20	12.800000190734863	0,0,0,0,0,0,0,0,0,4,1,3,1,3,1,3,1,3,	3.0	0.8481954238571887	1	20.0	20	0	20.0	1	20.0	20	1	20	1	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	2.8186919798223187E-8	18.5875	0.0	0.8397047	0.0	0.0	0.0
35	20	128	0	20	12.800000190734863	0,0,0,0,0,0,0,0,0,4,1,3,1,3,1,3,1,3,	3.0	0.8481954238571887	1	20.0	20	0	20.0	1	20.0	20	1	20	1	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	2.8186919798223187E-8	18.5875	0.0	0.8397047	0.0	0.0	0.0
36	21	136	0	21	12.952381134033203	0,0,0,0,0,0,0,0,1,2,3,1,2,3,2,1,3,3,	3.0	0.8388886323760273	1	21.0	21	0	21.0	2	10.5	20	1	1	22	13.435029	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.0017301038062282892	1	-0.0017301038062282892,	-0.001654969411261198	18.962502	0.67528695	0.40208176	0.0	0.0	0.0
37	22	144	0	22	13.090909004211426	0,0,0,0,0,0,0,0,1,3,1,3,0,4,2,2,2,4,	3.0	0.8313758730871029	1	22.0	22	0	22.0	2	11.0	21	1	1	23	14.142136	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.0015432098765431057	1	-0.0015432098765431057,	-0.11682329492825738	18.984524	0.64414144	0.31457472	0.0	0.0	0.0
38	22	145	0	22	13.181818008422852	0,0,0,0,0,0,0,0,1,3,0,4,0,4,2,2,1,5,	3.0	0.8328141036028737	1	22.0	22	0	22.0	1	22.0	22	1	22	1	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-8.51110273369926E-8	18.631819	0.0	0.5830922	0.0	0.0	0.0
39	23	153	0	23	13.30434799194336	0,0,0,0,0,0,0,0,1,3,1,2,2,2,3,2,2,5,	3.0	0.8263279701259241	1	23.0	23	0	23.0	2	11.5	22	1	1	24	14.849242	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.0013669955999828787	1	-0.0013669955999828787,	-0.28442240861189333	18.993637	0.63125324	0.29147074	0.0	0.0	0.0
40	24	163	0	24	13.583333015441895	0,0,0,0,0,0,0,0,0,4,1,2,1,4,1,3,1,7,	3.0	0.8253462768168651	1	24.0	24	0	24.0	2	12.0	23	1	1	25	15.556349	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.001524332869133116	1	-0.001524332869133116,	-0.30228765782132827	19.078045	0.5118839	0.26387298	0.0	0.0	0.0
41	24	163	0	24	13.583333015441895	0,0,0,0,0,0,0,0,0,4,1,2,1,4,1,3,1,7,	3.0	0.8253462768168651	1	24.0	24	0	24.0	1	24.0	24	1	24	1	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-2.720002252321052E-7	18.765	0.0	0.604699	0.0	0.0	0.0
42	24	163	0	24	13.583333015441895	0,0,0,0,0,0,0,0,0,4,1,2,1,4,1,3,1,7,	3.0	0.8253462768168651	1	24.0	24	0	24.0	1	24.0	24	1	24	1	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-2.720002252321052E-7	18.765	0.0	0.604699	0.0	0.0	0.0
43	25	171	0	25	13.680000305175781	0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,1,3,7,	3.0	0.8187777581895229	1	25.0	25	0	25.0	2	12.5	24	1	1	26	16.263456	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.001094353818268834	1	-0.001094353818268834,	-0.06450653896053538	19.035625	0.5718727	0.31043208	0.0	0.0	0.0
44	26	178	0	26	13.692307472229004	0,0,0,0,0,0,0,0,2,2,0,3,2,3,1,3,3,7,	3.0	0.8100581796283154	1	26.0	26	0	26.0	2	13.0	25	1	1	27	16.970562	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.001009973488195759	1	-0.001009973488195759,	-0.2930615700594401	19.022	0.5911416	0.33303216	0.0	0.0	0.0
45	26	176	0	26	13.538461685180664	0,0,0,0,0,0,0,0,2,2,1,3,1,3,1,3,5,5,	3.0	0.8078876314736043	1	26.0	26	0	26.0	1	26.0	26	1	26	1	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	8.556504005330368E-8	18.524616	0.0	0.6011671	0.0	0.0	0.0
46	27	186	0	27	13.777777671813965	0,0,0,0,0,0,0,0,2,0,4,1,2,3,2,1,6,5,1,	4.0	0.8078126787277113	1	27.0	27	0	27.0	2	13.5	26	1	1	28	17.67767	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-9.249624234015652E-4	1	-9.249624234015652E-4,	-9.648001055642119E-4	18.946346	0.6981325	0.5961905	0.0	0.0	0.0
47	28	195	0	28	13.928571701049805	0,0,0,0,0,0,0,0,1,2,2,3,0,4,2,2,4,7,1,	4.0	0.8062818309141838	1	28.0	28	0	28.0	2	14.0	27	1	1	29	18.384777	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.0010650887573965262	1	-0.0010650887573965262,	-0.3663573069952367	18.850925	0.83307666	0.7424298	0.0	0.0	0.0
