	step	com_id	timeMeanSpeed_mean	timeMeanSpeed_std	timeMeanSpeed_amin	timeMeanSpeed_amax	com_size	degree_mean	degree_std	degree_amin	degree_amax	num_stops	num_stops_mean	num_stops_amin	num_stops_amax	y_amin	y_amax	x_amin	x_amax	speed_mean	speed_std	speed_amin	speed_amax	congested	range	num_stops_count
75	44	1	18.627200000000002	0.33821245788200827	18.15	19.07	25	13.92	2.9	8	17	0	0.0	0	0	7661.43	8126.89	15527.13	16234.91	18.604	0.666064311209294	16.4	19.41	0	847.1160133063245	847.1160133063245
76	44	27	19.44		19.44	19.44	1	8.0		8	8	0	0.0	0	0	8136.32	8136.32	16250.9	16250.9	19.44		19.44	19.44	0	0.0	0.0
77	45	1	18.535384615384622	0.26704652432406856	18.09	19.16	26	13.538461538461538	3.062427393173843	8	17	0	0.0	0	0	7654.02	8123.97	15510.26	16236.56	18.524615384615387	0.6011670700843899	16.19	19.37	0	865.0807433413362	865.0807433413362
78	46	1	18.452307692307695	1.0529399135460618	13.61	19.15	26	14.0	2.870540018881465	8	18	0	0.0	0	0	7642.36	8107.83	15484.56	16216.87	18.452692307692313	1.192381005190177	13.61	19.39	0	867.7213014557163	867.7213014557163
79	46	28	19.44		19.44	19.44	1	8.0		8	8	0	0.0	0	0	8138.77	8138.77	16248.69	16248.69	19.44		19.44	19.44	0	0.0	0.0
80	47	1	18.265925925925917	1.4159782138135402	12.77	19.4	27	14.11111111111111	2.9132764179149713	8	18	0	0.0	0	0	7634.79	8126.19	15467.87	16234.06	18.261851851851855	1.4848595816466619	12.77	19.36	0	910.231331091167	910.231331091167
81	47	29	19.44		19.44	19.44	1	9.0		9	9	0	0.0	0	0	8136.32	8136.32	16250.9	16250.9	19.44		19.44	19.44	0	0.0	0.0
82	48	1	18.160714285714295	1.4991823168138556	12.92	19.08	28	14.0	3.018461712712472	8	18	0	0.0	0	0	7627.06	8124.07	15450.84	16236.68	18.14714285714286	1.6652635363516635	12.92	19.35	0	929.8190392221486	929.8190392221486
83	49	1	18.127142857142854	1.6392542503695398	13.48	18.87	28	14.0	2.943920288775949	8	18	0	0.0	0	0	7619.28	8107.72	15433.68	16216.74	18.12714285714286	1.719696047955694	13.15	19.43	0	922.9066026418923	922.9066026418923
84	50	1	18.053214285714287	1.6302739001216642	13.29	19.08	28	14.5	2.7822186723442033	8	19	0	0.0	0	0	7611.4	8095.15	15416.31	16202.02	18.051428571428573	1.6745429764249413	13.29	19.36	0	922.6886076028042	922.6886076028042
85	50	30	19.44		19.44	19.44	1	8.0		8	8	0	0.0	0	0	8138.77	8138.77	16248.69	16248.69	19.44		19.44	19.44	0	0.0	0.0
86	51	1	17.946551724137933	2.0126799402467976	13.03	19.22	29	14.724137931034482	2.852274176914899	8	20	0	0.0	0	0	7603.87	8126.79	15399.51	16234.8	17.927931034482757	2.0185362081581353	12.73	19.43	0	985.4718212612669	985.4718212612669
87	51	31	19.44		19.44	19.44	1	9.0		9	9	0	0.0	0	0	8136.32	8136.32	16250.9	16250.9	19.44		19.44	19.44	0	0.0	0.0
