step	nodes	edges	singletons	connected	avg_degree	degree_distribution	diameter	avg_clustering_coefficient	cc_count	avg_cc_size	max_cc_size	max_cc_id	cc_std_dev	com_count	avg_com_size	max_com_size	max_com_id	min_com_size	min_com_id	std_com_dist	size_distribution	modularity	com_modularity	iterations	iteration_modularities	weighted_com_modularity	speed_avg	speed_std	speed_avg_std	avgSpeed_avg	avgSpeed_std	avgSpeed_avg_std
24	14	78	0	14	11.142857551574707	0,0,0,0,0,0,0,0,0,4,2,2,0,6,	2.0	0.9092352092352092	1	14.0	14	0	14.0	1	14.0	14	0	14	0	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	1.6500567934230048E-7	18.944286	0.0	0.33387503	0.0	0.0	0.0
25	15	86	0	15	11.466666221618652	0,0,0,0,0,0,0,0,1,2,3,2,1,2,4,	2.0	0.891999111999112	1	15.0	15	0	15.0	2	7.5	14	0	1	14	9.192389	0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.004326663061113956	1	-0.004326663061113956,	-0.42898799382245817	19.174286	0.37577724	0.18791218	0.0	0.0	0.0
26	16	94	0	16	11.75	0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,3,	2.0	0.878388625263625	1	16.0	16	0	16.0	2	8.0	15	0	1	15	9.899495	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.003621548211860559	1	-0.003621548211860559,	-0.27855278917202075	19.097334	0.4846038	0.2110845	0.0	0.0	0.0
27	16	94	0	16	11.75	0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,3,	2.0	0.878388625263625	1	16.0	16	0	16.0	1	16.0	16	0	16	0	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	8.183178690224224E-8	18.98	0.0	0.37876993	0.0	0.0	0.0
28	17	102	0	17	12.0	0,0,0,0,0,0,0,0,1,3,2,1,2,3,2,1,2,	2.0	0.8671645348115936	1	17.0	17	0	17.0	2	8.5	16	0	1	16	10.606602	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.003075740099961366	1	-0.003075740099961366,	-0.431159341581833	19.103437	0.47597212	0.16417184	0.0	0.0	0.0
29	18	111	0	18	12.333333015441895	0,0,0,0,0,0,0,0,0,4,2,2,0,4,2,2,0,2,	2.0	0.8628977050545678	1	18.0	18	0	18.0	2	9.0	17	0	1	17	11.313708	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.0032870708546385297	1	-0.0032870708546385297,	-0.1376953537353418	19.00706	0.61227167	0.44578955	0.0	0.0	0.0
30	18	111	0	18	12.333333015441895	0,0,0,0,0,0,0,0,0,4,2,2,0,4,2,2,0,2,	2.0	0.8628977050545678	1	18.0	18	0	18.0	1	18.0	18	0	18	0	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-2.3529660064802727E-7	18.617222	0.0	0.43761122	0.0	0.0	0.0
31	18	111	0	18	12.333333015441895	0,0,0,0,0,0,0,0,0,4,2,2,0,4,2,2,0,2,	2.0	0.8628977050545678	1	18.0	18	0	18.0	1	18.0	18	0	18	0	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-2.3529660064802727E-7	18.617222	0.0	0.43761122	0.0	0.0	0.0
32	19	119	0	19	12.526315689086914	0,0,0,0,0,0,0,0,1,2,3,2,1,2,3,2,1,2,	3.0	0.8522399684938384	1	19.0	19	0	19.0	2	9.5	18	0	1	18	12.020815	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.0022597274203799422	1	-0.0022597274203799422,	-0.327523985941058	18.997501	0.62578964	0.37353733	0.0	0.0	0.0
33	20	128	0	20	12.800000190734863	0,0,0,0,0,0,0,0,0,4,1,3,1,3,1,3,1,3,	3.0	0.8481954238571887	1	20.0	20	0	20.0	2	10.0	19	0	1	19	12.727922	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.002471923828125	1	-0.002471923828125,	-0.424664538652457	18.953423	0.68812656	0.5797702	0.0	0.0	0.0
34	20	128	0	20	12.800000190734863	0,0,0,0,0,0,0,0,0,4,1,3,1,3,1,3,1,3,	3.0	0.8481954238571887	1	20.0	20	0	20.0	1	20.0	20	0	20	0	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	5.400738556371465E-8	18.5875	0.0	0.8397047	0.0	0.0	0.0
35	20	128	0	20	12.800000190734863	0,0,0,0,0,0,0,0,0,4,1,3,1,3,1,3,1,3,	3.0	0.8481954238571887	1	20.0	20	0	20.0	1	20.0	20	0	20	0	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	5.400738556371465E-8	18.5875	0.0	0.8397047	0.0	0.0	0.0
36	21	136	0	21	12.952381134033203	0,0,0,0,0,0,0,0,1,2,3,1,2,3,2,1,3,3,	3.0	0.8388886323760273	1	21.0	21	0	21.0	2	10.5	20	0	1	20	13.435029	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.0017301038062282892	1	-0.0017301038062282892,	-0.38537770158221873	18.962502	0.67528695	0.40208176	0.0	0.0	0.0
37	22	144	0	22	13.090909004211426	0,0,0,0,0,0,0,0,1,3,1,3,0,4,2,2,2,4,	3.0	0.8313758730871029	1	22.0	22	0	22.0	2	11.0	21	0	1	21	14.142136	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.0015432098765431057	1	-0.0015432098765431057,	-0.3673193470625733	18.984524	0.64414144	0.31457472	0.0	0.0	0.0
38	22	145	0	22	13.181818008422852	0,0,0,0,0,0,0,0,1,3,0,4,0,4,2,2,1,5,	3.0	0.8328141036028737	1	22.0	22	0	22.0	1	22.0	22	0	22	0	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	3.007360048767893E-7	18.631819	0.0	0.5830922	0.0	0.0	0.0
39	23	153	0	23	13.30434799194336	0,0,0,0,0,0,0,0,1,3,1,2,2,2,3,2,2,5,	3.0	0.8263279701259241	1	23.0	23	0	23.0	2	11.5	22	0	1	22	14.849242	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.0013669955999828787	1	-0.0013669955999828787,	-0.3616662529778157	18.993637	0.63125324	0.29147074	0.0	0.0	0.0
40	24	163	0	24	13.583333015441895	0,0,0,0,0,0,0,0,0,4,1,2,1,4,1,3,1,7,	3.0	0.8253462768168651	1	24.0	24	0	24.0	2	12.0	23	0	1	23	15.556349	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.001524332869133116	1	-0.001524332869133116,	-0.3340373864367563	19.078045	0.5118839	0.26387298	0.0	0.0	0.0
41	24	163	0	24	13.583333015441895	0,0,0,0,0,0,0,0,0,4,1,2,1,4,1,3,1,7,	3.0	0.8253462768168651	1	24.0	24	0	24.0	1	24.0	24	0	24	0	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	1.2227780366025343E-7	18.765	0.0	0.604699	0.0	0.0	0.0
42	24	163	0	24	13.583333015441895	0,0,0,0,0,0,0,0,0,4,1,2,1,4,1,3,1,7,	3.0	0.8253462768168651	1	24.0	24	0	24.0	1	24.0	24	0	24	0	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	1.2227780366025343E-7	18.765	0.0	0.604699	0.0	0.0	0.0
43	25	171	0	25	13.680000305175781	0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,1,3,7,	3.0	0.8187777581895229	1	25.0	25	0	25.0	2	12.5	24	0	1	24	16.263456	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.001094353818268834	1	-0.001094353818268834,	-0.34489795871927903	19.035625	0.5718727	0.31043208	0.0	0.0	0.0
44	26	178	0	26	13.692307472229004	0,0,0,0,0,0,0,0,2,2,0,3,2,3,1,3,3,7,	3.0	0.8100581796283154	1	26.0	26	0	26.0	2	13.0	25	0	1	25	16.970562	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.001009973488195759	1	-0.001009973488195759,	-0.2643565629516452	19.022	0.5911416	0.33303216	0.0	0.0	0.0
45	26	176	0	26	13.538461685180664	0,0,0,0,0,0,0,0,2,2,1,3,1,3,1,3,5,5,	3.0	0.8078876314736043	1	26.0	26	0	26.0	1	26.0	26	0	26	0	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	9.174271786704935E-8	18.524616	0.0	0.6011671	0.0	0.0	0.0
46	27	186	0	27	13.777777671813965	0,0,0,0,0,0,0,0,2,0,4,1,2,3,2,1,6,5,1,	4.0	0.8078126787277113	1	27.0	27	0	27.0	2	13.5	26	0	1	26	17.67767	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-9.249624234015652E-4	1	-9.249624234015652E-4,	-0.38968097004395846	18.946346	0.6981325	0.5961905	0.0	0.0	0.0
47	28	195	0	28	13.928571701049805	0,0,0,0,0,0,0,0,1,2,2,3,0,4,2,2,4,7,1,	4.0	0.8062818309141838	1	28.0	28	0	28.0	2	14.0	27	0	1	27	18.384777	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-0.0010650887573965262	1	-0.0010650887573965262,	-0.04293537070643516	18.850925	0.83307666	0.7424298	0.0	0.0	0.0
48	28	196	0	28	14.0	0,0,0,0,0,0,0,0,1,2,1,4,0,4,2,2,4,6,2,	4.0	0.8089906825200942	1	28.0	28	0	28.0	1	28.0	28	0	28	0	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-5.335701946940219E-7	18.147142	0.0	1.6652635	0.0	0.0	0.0
49	28	196	0	28	14.0	0,0,0,0,0,0,0,0,1,2,1,3,1,4,2,2,4,7,1,	4.0	0.8091535915065327	1	28.0	28	0	28.0	1	28.0	28	0	28	0	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	4.261637052138667E-7	18.127142	0.0	1.719696	0.0	0.0	0.0
50	29	207	0	29	14.275861740112305	0,0,0,0,0,0,0,0,2,0,2,1,3,3,3,2,5,5,2,1,	4.0	0.8100436525385816	1	29.0	29	0	29.0	2	14.5	28	0	1	28	19.091883	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-7.468085602930774E-4	1	-7.468085602930774E-4,	-0.27009461347749214	18.745714	0.98186916	0.8372715	0.0	0.0	0.0
51	30	218	0	30	14.533333778381348	0,0,0,0,0,0,0,0,1,2,0,2,1,6,1,3,5,6,1,1,1,	4.0	0.8141706232650504	1	30.0	30	0	30.0	2	15.0	29	0	1	29	19.79899	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-8.522009931825059E-4	1	-8.522009931825059E-4,	-0.35348789422579613	18.683966	1.0691948	1.009268	0.0	0.0	0.0
52	30	219	0	30	14.600000381469727	0,0,0,0,0,0,0,0,1,2,0,2,1,6,1,3,4,6,2,1,1,	4.0	0.8141651766419568	1	30.0	30	0	30.0	1	30.0	30	0	30	0	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-1.646924703280206E-7	17.829666	0.0	2.0562294	0.0	0.0	0.0
53	30	221	0	30	14.733333587646484	0,0,0,0,0,0,0,0,1,2,0,2,1,5,1,4,3,6,3,1,1,	4.0	0.8134002552888001	1	30.0	30	0	30.0	1	30.0	30	0	30	0	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-7.092941367581318E-8	17.714	0.0	2.0974724	0.0	0.0	0.0
54	31	232	0	31	14.967741966247559	0,0,0,0,0,0,0,0,2,0,2,0,2,2,5,2,5,6,2,1,1,1,	4.0	0.8124563669405378	1	31.0	31	0	31.0	2	15.5	30	0	1	30	20.506096	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-5.945303210465047E-4	1	-5.945303210465047E-4,	-0.35666598826952384	18.551666	1.256293	1.0984827	0.0	0.0	0.0
55	32	243	0	32	15.1875	0,0,0,0,0,0,0,0,2,1,0,2,0,2,4,5,4,6,2,2,1,0,1,	4.0	0.8122246889032881	1	32.0	32	0	32.0	2	16.0	31	0	1	31	21.213203	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-5.419228098698659E-4	1	-5.419228098698659E-4,	-0.3790256352872277	18.55613	1.2499825	1.1416171	0.0	0.0	0.0
56	32	246	0	32	15.375	0,0,0,0,0,0,0,0,2,1,0,2,0,2,2,7,3,7,2,0,2,1,1,	4.0	0.8160763559733183	1	32.0	32	0	32.0	1	32.0	32	0	32	0	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	2.3141534244430773E-7	17.502188	0.0	2.4526033	0.0	0.0	0.0
57	33	256	0	33	15.515151977539062	0,0,0,0,0,0,0,1,1,1,1,0,2,1,2,4,6,7,2,1,2,1,1,	4.0	0.8118474248645935	1	33.0	33	0	33.0	2	16.5	32	0	1	32	21.920311	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-4.8828125E-4	1	-4.8828125E-4,	-0.3741711690136481	18.482813	1.3536677	1.1926705	0.0	0.0	0.0
58	34	266	0	34	15.647058486938477	0,0,0,1,0,0,0,0,0,2,1,1,0,2,2,4,5,8,2,0,4,0,2,	4.0	0.8217113475468059	1	34.0	34	0	34.0	2	17.0	33	0	1	33	22.627417	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-5.72389620668079E-4	1	-5.72389620668079E-4,	-0.38463160884550707	18.41803	1.4452835	1.2162114	0.0	0.0	0.0
59	34	264	0	34	15.529411315917969	0,1,0,0,0,0,0,0,0,2,1,1,0,3,1,4,7,6,2,0,3,1,2,	5.0	0.7960494419176811	1	34.0	34	0	34.0	2	17.0	33	0	1	34	22.627417	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-7.174012855881706E-6	1	-7.174012855881706E-6,	-5.435692462696373E-6	17.861362	0.97387815	1.2265439	0.0	0.0	0.0
60	34	263	1	33	15.470588684082031	1,0,0,0,0,0,0,0,0,2,1,1,0,4,0,3,9,5,2,1,1,2,2,	4.0	0.8023139497848114	2	17.0	33	1	17.0	2	17.0	33	0	1	35	22.627417	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-2.2093551388380206E-7	17.708332	0.8367424	1.2455293	0.0	0.0	0.0
61	35	272	1	34	15.54285717010498	1,0,0,0,0,0,0,0,1,0,2,1,3,0,2,2,8,6,2,2,1,1,3,	4.0	0.7954710712649682	2	17.5	34	1	17.5	3	11.666667	33	0	1	37	18.475208	0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-4.325259515570723E-4	1	-4.325259515570723E-4,	-0.29393023204082547	18.252626	1.2733754	0.84888965	0.0	0.0	0.0
62	36	281	1	35	15.61111068725586	1,0,0,0,0,0,0,0,1,1,0,2,2,2,2,2,6,8,2,1,2,0,4,	4.0	0.7925700176538673	2	18.0	35	1	18.0	3	12.0	34	0	1	39	19.052559	0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-4.0526335786006396E-4	1	-4.0526335786006396E-4,	-5.68652756044008E-4	18.256176	1.2116323	0.81356764	0.0	0.0	0.0
63	36	282	1	35	15.666666984558105	1,0,0,0,0,0,0,0,1,1,0,2,3,2,2,2,3,8,4,0,2,1,4,	4.0	0.7894038158550545	2	18.0	35	1	18.0	2	18.0	35	0	1	40	24.04163	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	2.56936436571209E-8	17.729286	0.8353964	1.2493323	0.0	0.0	0.0
64	37	293	1	36	15.837838172912598	1,0,0,0,0,0,0,0,1,0,2,0,3,3,3,0,4,8,4,1,2,1,3,1,	4.0	0.7901298210290002	2	18.5	36	1	18.5	3	12.333333	35	0	1	42	19.62991	0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-3.7274749851490263E-4	1	-3.7274749851490263E-4,	-0.2747933366020378	18.546	1.1653614	0.84029394	0.0	0.0	0.0
65	38	302	1	37	15.894737243652344	1,0,0,0,0,0,0,0,0,2,1,1,2,3,3,1,4,7,2,4,2,1,3,1,	4.0	0.7860783792563413	2	19.0	37	1	19.0	3	12.666667	36	0	1	43	20.20726	0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-4.4405947107573063E-4	1	-4.4405947107573063E-4,	-0.3674785762001703	18.270649	1.1791476	0.87166756	0.0	0.0	0.0
66	38	302	1	37	15.894737243652344	1,0,0,0,0,0,0,0,0,2,1,2,1,3,3,1,5,6,1,4,3,1,3,1,	4.0	0.7863571687656358	2	19.0	37	1	19.0	2	19.0	37	0	1	45	25.455845	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	1.9049272104165738E-7	17.655945	0.74112505	1.2873508	0.0	0.0	0.0
67	38	297	1	37	15.631579399108887	1,0,0,0,0,0,0,1,0,2,1,1,2,2,3,1,5,8,1,2,3,2,2,1,	4.0	0.781514312703518	2	19.0	37	1	19.0	2	19.0	37	0	1	46	25.455845	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	3.1891405927186867E-7	17.762161	0.7040493	1.2307024	0.0	0.0	0.0
68	39	304	1	38	15.589743614196777	1,0,0,0,0,0,0,1,1,0,2,2,3,0,3,2,5,7,2,1,3,3,3,	4.0	0.774519938398243	2	19.5	38	1	19.5	3	13.0	37	0	1	48	20.784609	0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,	0.0	-3.4626038781182533E-4	1	-3.4626038781182533E-4,	-0.35731926297352823	18.005766	1.2487283	0.8157132	0.0	0.0	0.0
